cutoff_year,concept_u,concept_v,u_type,v_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,dprev,future_edge_label,future_example_title,future_window,ml_score,graph_score,hybrid_score
2022,Fe2+/Fe3+ solvation redox chemistry,anti-freezing organohydrogel design,redox_chemistry,gel_microstructure,7,13,0,0,7,13,2,0.9320024018394177,91,2,0.0,1,0,1,0,0,2,1,Liquid thermoelectric conversion devices composed of several organic solvents,2023-2026,0.4762560565001431,1.4361910994764395,0.617801047120419
2022,Fe2+/Fe3+ solvation redox chemistry,carbon-electrode redox interface,redox_chemistry,electrode_interface,7,3,0,0,7,3,1,0.35295612386476116,21,2,0.06798547175798131,1,0,1,0,0,2,0,,2023-2026,0.35294327577615736,0.7901832460732985,0.3390052356020942
2022,Fe2+/Fe3+ solvation redox chemistry,cation/anion thermodiffusion asymmetry,redox_chemistry,transport_mechanism,7,4,0,0,7,4,2,0.6636235911445671,28,2,0.06917443969806121,1,0,1,0,0,2,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.5423762850529884,1.0,0.6083769633507853
2022,Fe2+/Fe3+ solvation redox chemistry,cellulose nanofiber scaffold,redox_chemistry,gel_microstructure,7,12,0,0,7,12,2,0.7276998587040522,84,2,0.0,1,0,1,0,0,2,1,Flexible hydrogel with a coupling enhanced thermoelectric effect for low-grade heat harvest,2023-2026,0.47863548599201755,1.3709424083769632,0.6074607329842932
2022,Fe2+/Fe3+ solvation redox chemistry,chaotropic polymer-water disruption,redox_chemistry,gel_microstructure,7,7,0,0,7,7,3,1.4294106717377917,49,2,0.027369278026072134,1,0,1,0,0,2,1,High-performance p-n Thermocells by Interface Optimization Based on Liquid Metal for Powering Wearable Devices,2023-2026,0.7920387278646794,1.350589005235602,0.9132198952879582
2022,Fe2+/Fe3+ solvation redox chemistry,convection-resolved resistance decomposition,redox_chemistry,transport_mechanism,7,2,0,0,7,2,1,0.35295612386476116,14,2,0.06081931573657343,1,0,1,0,0,2,1,Concentration dependence of resistance components in solutions containing dissolved Fe2+/Fe3+,2023-2026,0.5656122085254872,0.6985602094240837,0.5704188481675393
2022,Fe2+/Fe3+ solvation redox chemistry,deep-eutectic eutogel electrolyte,redox_chemistry,material_system,7,4,0,0,7,4,0,0.0,28,3,0.0,1,0,1,0,0,3,0,,2023-2026,0.5466391205778437,0.5717931937172774,0.5176701570680629
2022,Fe2+/Fe3+ solvation redox chemistry,dynamic crosslinked gel network,redox_chemistry,gel_microstructure,7,12,0,0,7,12,3,1.0806559825688133,84,2,0.0,1,0,1,0,0,2,1,High seebeck coefficient flexible thermoelectric hydrogels based on PVA-PAA/PAANa for efficient low-grade heat harvesting,2023-2026,0.5804079813475491,1.456544502617801,0.7706806282722514
2022,Fe2+/Fe3+ solvation redox chemistry,electrochemical refrigeration thermocell,redox_chemistry,device_function,7,7,0,0,7,7,2,0.7276998587040522,49,2,0.09669251695573107,1,0,1,0,0,2,1,"Sunlight-Triggered Polymerization of Anti-Freezing PADOCFe Ionogels for Low-Grade Heat Harvesting, Device Cooling, and Energy Storage",2023-2026,0.5183663563115164,1.256937172774869,0.6267015706806283
2022,Fe2+/Fe3+ solvation redox chemistry,gel-confined redox transport,redox_chemistry,gel_microstructure,7,10,0,0,7,10,4,1.8041544065770827,70,2,0.07934130925593369,1,0,1,0,0,2,1,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,2023-2026,0.5428990304269448,1.5420157068062827,0.7417539267015707
