cutoff_year,concept_u,concept_v,u_type,v_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,dprev,future_edge_label,future_example_title,future_window,ml_score,graph_score,hybrid_score
2022,Fe2+/Fe3+ solvation redox chemistry,a-site ionic radius,redox_chemistry,material_system,14,1,0,0,14,1,0,0.0,14,4,0.0018329599644836493,1,0,1,0,0,4,0,,2023-2026,0.22540358826789184,0.44928377691134097,0.5110421257840312
2022,Fe2+/Fe3+ solvation redox chemistry,anion substitution,redox_chemistry,material_system,14,6,0,0,14,6,0,0.0,84,3,0.02969528182488071,1,0,1,0,0,3,0,,2023-2026,0.25405301379502593,1.133527928462451,0.7414561790133921
2022,Fe2+/Fe3+ solvation redox chemistry,anisotropic transport,redox_chemistry,material_system,14,2,0,0,14,2,0,0.0,28,3,0.0,1,0,1,0,0,3,0,,2023-2026,0.21492766056532653,0.6923705289032039,0.5701400661129005
2022,Fe2+/Fe3+ solvation redox chemistry,anti-freezing organohydrogel design,redox_chemistry,gel_microstructure,14,30,0,0,14,30,1,0.4170323914242463,420,2,0.0,1,0,1,0,0,2,1,Liquid thermoelectric conversion devices composed of several organic solvents,2023-2026,0.43116369216551464,1.6608524749957616,0.9513413290388201
2022,Fe2+/Fe3+ solvation redox chemistry,aqueous solutions,redox_chemistry,material_system,14,6,0,0,14,6,0,0.0,84,3,0.04736642871221405,1,0,1,0,0,3,0,,2023-2026,0.29935281862604485,1.1395840396677401,0.7857115612815732
2022,Fe2+/Fe3+ solvation redox chemistry,bacterial cellulose,redox_chemistry,gel_microstructure,14,7,0,0,14,7,1,0.32351545314867247,98,2,0.0,1,0,1,0,0,2,0,,2023-2026,0.3391717819185798,1.4630414053229361,0.8777684777080861
2022,Fe2+/Fe3+ solvation redox chemistry,boltzmann transport,redox_chemistry,material_system,14,10,0,0,14,10,1,0.3898712452512801,140,2,0.0,1,0,1,0,0,2,0,,2023-2026,0.303757014873445,1.5533257755551788,0.8598448889642312
2022,Fe2+/Fe3+ solvation redox chemistry,boltzmann transport give,redox_chemistry,material_system,14,2,0,0,14,2,0,0.0,28,3,0.0,1,0,1,0,0,3,0,,2023-2026,0.21492766056532653,0.6923705289032039,0.5701400661129005
2022,Fe2+/Fe3+ solvation redox chemistry,calculations to,redox_chemistry,material_system,14,4,0,0,14,4,0,0.0,56,3,0.031001952602388506,1,0,1,0,0,3,0,,2023-2026,0.23119758845280736,1.0110792083403968,0.6865464485506018
2022,Fe2+/Fe3+ solvation redox chemistry,calculations to investigate,redox_chemistry,material_system,14,4,0,0,14,4,0,0.0,56,3,0.02147379050191859,1,0,1,0,0,3,0,,2023-2026,0.22978877469010708,1.005497753856586,0.6832980166129853
