cutoff_year,concept_u,concept_v,u_type,v_type,u_degree_all,v_degree_all,u_degree_tg,v_degree_tg,u_degree_ite,v_degree_ite,common_neighbors,adamic_adar,preferential_attachment,shortest_path,semantic_similarity,cross_type,ite_lead_years_for_u,u_seen_in_ite,u_seen_in_tg,v_seen_in_tg,dprev,future_edge_label,future_example_title,future_window
2014,absorption coefficient,carrier concentrations,material_system,material_system,16,22,0,0,16,22,1,0.20544281918875867,352,2,0.030417893799846895,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,carrier transport,material_system,material_system,16,19,0,0,16,19,1,0.18619761651459218,304,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,charge transfer,material_system,electrode_interface,16,18,0,0,16,18,1,0.20544281918875867,288,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,chemical composition,material_system,material_system,16,35,0,0,16,35,2,0.39164043570335083,560,2,0.03739569533956411,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,concentration gradients,material_system,material_system,16,5,0,0,16,5,1,0.18619761651459218,80,2,0.0892976720668908,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,conduction band,material_system,material_system,16,12,0,0,16,12,1,0.25973030217227155,192,2,0.05753637501823423,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,conduction mechanism,material_system,material_system,16,40,0,0,16,40,3,0.6985681121334857,640,2,0.04479657613872436,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,conductivity increases,material_system,property_metric,16,25,0,0,16,25,2,0.39164043570335083,400,2,0.006376610847495964,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,dc conductivity,material_system,property_metric,16,33,0,0,16,33,4,1.0543568672545425,528,2,0.009263842403196873,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,different ionic,material_system,material_system,16,23,0,0,16,23,1,0.18619761651459218,368,2,0.052493140222840004,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,diffusion coefficient,material_system,material_system,16,20,0,0,16,20,1,0.18619761651459218,320,2,0.5097612731219338,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,dimensionless figure,material_system,material_system,16,29,0,0,16,29,2,0.39164043570335083,464,2,0.0021771738874003864,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,dynamics simulations,material_system,material_system,16,6,0,0,16,6,0,0.0,96,3,0.013730249205806344,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,electrical conductivity sigma,material_system,property_metric,16,29,0,0,16,29,1,0.18619761651459218,464,2,0.005702085661271638,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,electrical transport,material_system,material_system,16,54,0,0,16,54,2,0.39164043570335083,864,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,electrode materials,material_system,material_system,16,15,0,0,16,15,0,0.0,240,3,0.0,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,electronic conduction,material_system,material_system,16,51,0,0,16,51,4,0.9628254820699311,816,2,0.05485369841302205,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,electronic conductivity,material_system,property_metric,16,34,0,0,16,34,3,0.7474291908244077,544,2,0.0074356022422746955,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,electronic structure calculations,material_system,material_system,16,13,0,0,16,13,1,0.18619761651459218,208,2,0.012122251709051745,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,electronic thermal conductivity,material_system,property_metric,16,23,0,0,16,23,3,0.6513707378756224,368,2,0.0063560854520940974,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,elevated temperatures,material_system,material_system,16,20,0,0,16,20,1,0.18619761651459218,320,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,fast ionic,material_system,material_system,16,16,0,0,16,16,1,0.18619761651459218,256,2,0.0044497008109074376,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,high seebeck coefficients,material_system,property_metric,16,14,0,0,16,14,1,0.18619761651459218,224,2,0.42041846863699156,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,high-temperature thermoelectric,material_system,material_system,16,37,0,0,16,37,3,0.7523141959255917,592,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,higher temperature,material_system,material_system,16,11,0,0,16,11,2,0.44592791868686377,176,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,hole concentration,material_system,material_system,16,35,0,0,16,35,2,0.39164043570335083,560,2,0.05786150454351122,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,increasing ionic,material_system,material_system,16,38,0,0,16,38,1,0.18619761651459218,608,2,0.0032996521136472263,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,increasing ionic radius,material_system,material_system,16,13,0,0,16,13,0,0.0,208,3,0.0026718287439059306,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,increasing temperature,material_system,material_system,16,28,0,0,16,28,2,0.49312529294472707,448,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ion concentration,material_system,material_system,16,8,0,0,16,8,0,0.0,128,3,0.08571688915794874,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,ionic bond,material_system,material_system,16,15,0,0,16,15,1,0.18619761651459218,240,2,0.004975041424293971,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic bonds,material_system,material_system,16,16,0,0,16,16,1,0.20544281918875867,256,2,0.00427213453152993,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic character,material_system,material_system,16,15,0,0,16,15,2,0.46517312136103023,240,2,0.0030545952763963782,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic conductive,material_system,material_system,16,6,0,0,16,6,0,0.0,96,3,0.014309398949716036,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,ionic conductor,material_system,material_system,16,31,0,0,16,31,1,0.18619761651459218,496,2,0.014556083877519022,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic layer,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.004980605235847858,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic layer adsorption,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.30185392790188426,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic migration,material_system,material_system,16,6,0,0,16,6,0,0.0,96,3,0.051360842154787215,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,ionic mobility,material_system,material_system,16,20,0,0,16,20,0,0.0,320,3,0.0033336246327460555,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,ionic nature,material_system,material_system,16,9,0,0,16,9,2,0.5468713767368331,144,2,0.004470363340317222,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic radius controls,material_system,material_system,16,26,0,0,16,26,2,0.39164043570335083,416,2,0.008908593116785572,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic size,material_system,material_system,16,32,0,0,16,32,2,0.39164043570335083,512,2,0.004518364677581693,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic species,material_system,material_system,16,14,0,0,16,14,0,0.0,224,3,0.025869691622681098,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,ionic-electronic conductor,material_system,material_system,16,15,0,0,16,15,2,0.49312529294472707,240,2,0.008531612829396004,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,ionic/covalent bonding,material_system,material_system,16,14,0,0,16,14,1,0.20544281918875867,224,2,0.03541439907846623,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,large ionic,material_system,material_system,16,21,0,0,16,21,2,0.39164043570335083,336,2,0.004627584046668542,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,large temperature,material_system,material_system,16,6,0,0,16,6,0,0.0,96,3,0.0,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,larger ionic,material_system,material_system,16,15,0,0,16,15,2,0.39164043570335083,240,2,0.004046608799264022,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lattice distortion,material_system,material_system,16,14,0,0,16,14,1,0.26425736993644544,224,2,0.03531375347077679,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,layer adsorption,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.31382448719975176,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,low temperatures,material_system,material_system,16,54,0,0,16,54,6,1.7384604854979258,864,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lower lattice thermal conductivity,material_system,property_metric,16,18,0,0,16,18,2,0.39164043570335083,288,2,0.005685527734465245,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lower temperatures,material_system,material_system,16,25,0,0,16,25,2,0.45045498645103765,400,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lower thermal conductivity,material_system,property_metric,16,26,0,0,16,26,1,0.20544281918875867,416,2,0.006864969357614943,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lowers lattice thermal conductivity,material_system,property_metric,16,35,0,0,16,35,2,0.39164043570335083,560,2,0.005432773595883138,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,lowers thermal conductivity,material_system,property_metric,16,5,0,0,16,5,1,0.18619761651459218,80,2,0.006432983770486304,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,metal ions,material_system,material_system,16,17,0,0,16,17,1,0.18619761651459218,272,2,0.004115892725494355,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,mobile ions,material_system,material_system,16,14,0,0,16,14,0,0.0,224,3,0.003612486935648277,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,molecular dynamics simulations,material_system,material_system,16,6,0,0,16,6,0,0.0,96,3,0.010689827979397763,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,n-type thermopower,material_system,property_metric,16,13,0,0,16,13,1,0.18619761651459218,208,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,negative seebeck,material_system,property_metric,16,14,0,0,16,14,1,0.18619761651459218,224,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,negative seebeck coefficient,material_system,property_metric,16,14,0,0,16,14,1,0.18619761651459218,224,2,0.4465951601534333,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,negative thermopower,material_system,property_metric,16,16,0,0,16,16,2,0.45045498645103765,256,2,0.0,1,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,optical absorption,material_system,material_system,16,17,0,0,16,17,2,0.39164043570335083,272,2,0.5155230149461592,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,p-type semiconducting,material_system,material_system,16,16,0,0,16,16,2,0.45045498645103765,256,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,p-type semiconductor,material_system,material_system,16,14,0,0,16,14,2,0.39164043570335083,224,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,phase transitions,material_system,phase_or_species_transition,16,22,0,0,16,22,0,0.0,352,3,0.016151157206113948,1,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,rare-earth ionic,material_system,material_system,16,50,0,0,16,50,2,0.39164043570335083,800,2,0.0029846253634833683,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,rare-earth ionic radius,material_system,material_system,16,39,0,0,16,39,2,0.39164043570335083,624,2,0.0024541623194994067,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,reduce thermal conductivity,material_system,property_metric,16,7,0,0,16,7,0,0.0,112,3,0.00609509887254019,1,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,reducing lattice thermal conductivity,material_system,property_metric,16,12,0,0,16,12,0,0.0,192,3,0.004947571212488097,1,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,semiconducting behavior,material_system,material_system,16,28,0,0,16,28,4,1.1672754391313453,448,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,smaller ionic,material_system,material_system,16,28,0,0,16,28,2,0.39164043570335083,448,2,0.0034240404905096305,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,solid solution,material_system,material_system,16,24,0,0,16,24,2,0.45045498645103765,384,2,0.038662502713014184,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,solid solutions,material_system,material_system,16,32,0,0,16,32,3,0.6886146400767209,512,2,0.015136369426179271,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,solid-state reaction,material_system,material_system,16,45,0,0,16,45,2,0.39164043570335083,720,2,0.03131358690054189,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,strong ionic,material_system,material_system,16,15,0,0,16,15,1,0.18619761651459218,240,2,0.003918178016943031,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,structure calculations,material_system,material_system,16,20,0,0,16,20,2,0.44592791868686377,320,2,0.013850477315093522,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,substitution changes,material_system,material_system,16,24,0,0,16,24,2,0.49312529294472707,384,2,0.03081274908622413,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,successive ionic,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.0032277998402558423,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,successive ionic layer,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.0028080828341025643,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,successive ionic layer adsorption,material_system,material_system,16,18,0,0,16,18,3,0.6886146400767209,288,2,0.22583032633080058,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,superionic conductor,material_system,material_system,16,10,0,0,16,10,1,0.18619761651459218,160,2,0.010138416505982975,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,superionic conductors,material_system,material_system,16,27,0,0,16,27,1,0.18619761651459218,432,2,0.009393076183828465,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,superionic phase,material_system,material_system,16,14,0,0,16,14,2,0.45045498645103765,224,2,0.003016130764491891,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,systematically investigated,material_system,material_system,16,35,0,0,16,35,1,0.20544281918875867,560,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,temperature coefficient,material_system,material_system,16,5,0,0,16,5,1,0.18619761651459218,80,2,0.5706779555431758,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,temperature dependent,material_system,material_system,16,13,0,0,16,13,2,0.44592791868686377,208,2,0.038942311016836,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,temperature ionic,material_system,material_system,16,8,0,0,16,8,0,0.0,128,3,0.004276515922630999,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,temperature thermoelectric,material_system,material_system,16,40,0,0,16,40,3,0.7523141959255917,640,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,thermoelectric energy conversion,material_system,material_system,16,16,0,0,16,16,0,0.0,256,3,0.01732639984779342,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,thermoelectric power generation,material_system,material_system,16,12,0,0,16,12,1,0.20544281918875867,192,2,0.03049870570701174,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,transition metal,material_system,material_system,16,30,0,0,16,30,1,0.18619761651459218,480,2,0.04196092843543819,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,transition temperature,material_system,material_system,16,39,0,0,16,39,2,0.39164043570335083,624,2,0.0415609801819444,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,transmission electron,material_system,material_system,16,9,0,0,16,9,1,0.20544281918875867,144,2,0.022179840708723357,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,transport behavior,material_system,material_system,16,12,0,0,16,12,1,0.20544281918875867,192,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,transport equation,material_system,material_system,16,8,0,0,16,8,0,0.0,128,3,0.03853405686679604,0,0,1,0,0,3,0,,2015-2017
2014,absorption coefficient,transport mechanism,material_system,material_system,16,12,0,0,16,12,1,0.18619761651459218,192,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,wide temperature,material_system,material_system,16,26,0,0,16,26,2,0.39164043570335083,416,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,absorption coefficient,wide temperature range,material_system,material_system,16,17,0,0,16,17,2,0.39164043570335083,272,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,carrier concentrations,material_system,material_system,44,22,0,0,44,22,6,1.4535408105764878,968,2,0.04226379827060726,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,carrier transport,material_system,material_system,44,19,0,0,44,19,5,1.0570894089193998,836,2,0.0,0,0,1,0,0,2,0,,2015-2017
2014,activation energies,charge transfer,material_system,electrode_interface,44,18,0,0,44,18,5,1.047887634163912,792,2,0.0,1,0,1,0,0,2,0,,2015-2017
