pair_id,left_id,right_id,retrieval_cosine,status
R7fbb01ea08968b,iTE:P0558:r001,TG:P0013:r002,0.6233534812927246,candidate_unreviewed
R8dcd51ab1c7093,iTE:P0862:complete_v1_cr002,TG:P0166:complete_v1_cr001,0.6001092791557312,candidate_unreviewed
R2c7141b4c6f9c3,iTE:P1251:r001,TG:P0068:complete_v1_cr001,0.5967608690261841,candidate_unreviewed
R86437623cb3631,iTE:P1168:r008,TG:P0097:complete_v1_cr001,0.5288328528404236,candidate_unreviewed
R3ff6f28ca39f18,iTE:P1614:r006,TG:P0084:r006,0.5030679702758789,candidate_unreviewed
Raf969fa3131208,iTE:P0578:complete_v1_cr002,TG:P0097:complete_v1_cr001,0.5000185370445251,candidate_unreviewed
R7be6389a72218b,iTE:P1480:r015,TG:P0184:complete_v1_cr002,0.46466490626335144,candidate_unreviewed
R89d0beb562f87d,iTE:P0478:complete_v1_cr002,TG:P0057:complete_v1_cr002,0.45744919776916504,candidate_unreviewed
R26a4dcbe19b555,iTE:P0407:r005,TG:P0016:complete_v1_cr001,0.43973657488822937,candidate_unreviewed
Rebae049a9196e1,iTE:P1480:r021,TG:P0184:complete_v1_cr002,0.4342714548110962,candidate_unreviewed
R0a73bdefc64c82,iTE:P1200:r008,TG:P0129:complete_v1_cr001,0.42382851243019104,candidate_unreviewed
Rab6d5c12ca46f2,iTE:P1200:r010,TG:P0129:complete_v1_cr001,0.4222886264324188,candidate_unreviewed
R5e407590dd087f,iTE:P1684:r011,TG:P0129:complete_v1_cr001,0.41931620240211487,candidate_unreviewed
R6982710d6fc6ec,iTE:P1200:r009,TG:P0129:complete_v1_cr001,0.4192589819431305,candidate_unreviewed
R85537778e6f15b,iTE:P1684:r012,TG:P0129:complete_v1_cr001,0.4192589819431305,candidate_unreviewed
R37e3b09e139d39,iTE:P1865:r012,TG:P0317:r004,0.4168515205383301,candidate_unreviewed
R02bac33af093f6,iTE:P1480:r017,TG:P0184:complete_v1_cr002,0.41134095191955566,candidate_unreviewed
Rd8d7b93cfae0f3,iTE:P1477:r005,TG:P0184:complete_v1_cr002,0.41077977418899536,candidate_unreviewed
Rbd01de5f5fffdc,iTE:P0772:r016,TG:P0057:complete_v1_cr002,0.4099239110946655,candidate_unreviewed
R58084cc57fa1f7,iTE:P1200:r011,TG:P0129:complete_v1_cr001,0.4080999791622162,candidate_unreviewed
R531aaeb31192e5,iTE:P0938:r007,TG:P0222:complete_v1_cr001,0.40356817841529846,candidate_unreviewed
Rd942a456139cbe,iTE:P1455:r002,TG:P0184:complete_v1_cr002,0.3958999514579773,candidate_unreviewed
Rc6613a7410d4f3,iTE:P1684:r013,TG:P0129:complete_v1_cr001,0.39521923661231995,candidate_unreviewed
Rb0eadf9e717c21,iTE:P1850:r012,TG:P0184:complete_v1_cr002,0.3911885619163513,candidate_unreviewed
R0c3e4735ca2d52,iTE:P0550:r001,TG:P0184:complete_v1_cr002,0.39108747243881226,candidate_unreviewed
R595d33f1a601c8,iTE:P0920:audit_v1_a001,TG:P0306:r009,0.38934093713760376,candidate_unreviewed
R6b9d88f4add0d3,iTE:P0659:r008,TG:P0295:r005,0.38705191016197205,candidate_unreviewed
R3a5ea6317f8f5e,iTE:P0376:complete_v1_cr001,TG:P0029:complete_v1_cr002,0.3865707218647003,candidate_unreviewed
R6e896c70588211,iTE:P1156:r010,TG:P0184:complete_v1_cr002,0.3860940933227539,candidate_unreviewed
R1770e339d444a0,iTE:P0496:r007,TG:P0065:r003,0.3829450309276581,candidate_unreviewed
R305dfa41c25aff,iTE:P1156:r009,TG:P0184:complete_v1_cr002,0.38016465306282043,candidate_unreviewed
R06f3ea498fa08e,iTE:P1684:r010,TG:P0129:complete_v1_cr001,0.3798780143260956,candidate_unreviewed
Rcb4a16855fa51a,iTE:P1480:r015,TG:P0116:complete_v1_cr001,0.3797444701194763,candidate_unreviewed
R3d581ffd9104ef,iTE:P0433:r002,TG:P0222:complete_v1_cr002,0.37813901901245117,candidate_unreviewed
R2b5848af029d44,iTE:P0374:complete_v1_cr001,TG:P0094:complete_v1_cr002,0.37757283449172974,candidate_unreviewed
R27c94d999e601f,iTE:P0434:r009,TG:P0271:r007,0.3748934268951416,candidate_unreviewed
Ra5ecd853231a48,iTE:P1156:r011,TG:P0184:complete_v1_cr002,0.3732273280620575,candidate_unreviewed
Re6e6064c05e7ce,iTE:P0403:complete_v1_cr004,TG:P0302:r005,0.3713165819644928,candidate_unreviewed
R9a85b85b7373d5,iTE:P0836:complete_v1_cr001,TG:P0166:complete_v1_cr001,0.3656045198440552,candidate_unreviewed
R5aeef1d05e9b44,iTE:P0831:r001,TG:P0240:r006,0.3566316068172455,candidate_unreviewed
R7e66474d02afff,iTE:P0854:complete_v1_cr001,TG:P0035:r001,0.35647833347320557,candidate_unreviewed
R556cced592358a,iTE:P0380:r006,TG:P0005:r001,0.35564690828323364,candidate_unreviewed
Rc32f998e2f9806,iTE:P1480:r021,TG:P0116:complete_v1_cr001,0.3549056053161621,candidate_unreviewed
R11745bec811091,iTE:P1797:complete_v1_cr001,TG:P0184:r005,0.3542092740535736,candidate_unreviewed
R6dfef56917233d,iTE:P1480:r015,TG:P0231:complete_v1_cr001,0.34964266419410706,candidate_unreviewed
Re1492164bb957a,iTE:P0438:complete_v1_cr001,TG:P0046:complete_v1_cr001,0.34854936599731445,candidate_unreviewed
R7d384ece24ce95,iTE:P1397:r014,TG:P0200:r003,0.3440553545951843,candidate_unreviewed
Rc719b651a1de65,iTE:P1480:r013,TG:P0184:complete_v1_cr002,0.34329089522361755,candidate_unreviewed
R16d96b2fe19a30,iTE:P1292:complete_v1_cr001,TG:P0216:r004,0.33678606152534485,candidate_unreviewed
R9841d24775545e,iTE:P1480:r017,TG:P0116:complete_v1_cr001,0.33616581559181213,candidate_unreviewed
R7e7f4497fecd1b,iTE:P1477:r005,TG:P0116:complete_v1_cr001,0.3357071280479431,candidate_unreviewed
R29ef482b89364e,iTE:P0989:r002,TG:P0129:complete_v1_cr001,0.33344537019729614,candidate_unreviewed
Rf4924b2fbd5108,iTE:P1200:r012,TG:P0129:complete_v1_cr001,0.3330053687095642,candidate_unreviewed
R7f0a42cfc3d5aa,iTE:P1480:r021,TG:P0231:complete_v1_cr001,0.3267727196216583,candidate_unreviewed
R7103c274ff85b6,iTE:P0548:r006,TG:P0005:r001,0.3260684311389923,candidate_unreviewed
R84011d863a9304,iTE:P0363:complete_v1_cr001,TG:P0166:complete_v1_cr001,0.32592177391052246,candidate_unreviewed
R9b23b71e741f4f,iTE:P1539:r007,TG:P0094:complete_v1_cr004,0.32566165924072266,candidate_unreviewed
R4893ae08c917b3,iTE:P1766:r020,TG:P0202:r003,0.3243355453014374,candidate_unreviewed
Rbc127c164e4aa5,iTE:P1455:r002,TG:P0116:complete_v1_cr001,0.32354673743247986,candidate_unreviewed
R25af747fcddf32,iTE:P0921:complete_v1_cr002,TG:P0184:r004,0.3224303424358368,candidate_unreviewed
R392ef377c864c1,iTE:P0836:r007,TG:P0205:complete_v1_cr003,0.3218317925930023,candidate_unreviewed
Rd8f426a586c288,iTE:P1766:r019,TG:P0202:r003,0.3213997483253479,candidate_unreviewed
R7715524f98eb99,iTE:P1007:r009,TG:P0112:r002,0.32133907079696655,candidate_unreviewed
R02a29ff2e7b67f,iTE:P0363:complete_v1_cr001,TG:P0119:complete_v1_cr001,0.32007935643196106,candidate_unreviewed
Rdb2990075a6f37,iTE:P1850:r012,TG:P0116:complete_v1_cr001,0.3196963667869568,candidate_unreviewed
R972b15cc415085,iTE:P0550:r001,TG:P0116:complete_v1_cr001,0.3196137845516205,candidate_unreviewed
